Banco,Tasa,CAE,Div_SSEG,SEG_INCSIS,SEG_DESG,PRIM_DIV,COSTO_TOTCRED,TOT_DIVUF,TOT_DIV$,Plazo,TOT_Seg,Dividendo_CSEG,ValorProp,MontoCre,Fecha,Producto,PlazoFijo
SANT2.5-5,"2,79","3,35","32,62","0,29","0,16",,,"33,07",,"5,00","0,45","33,07","2.250,00","1.800,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","54,37","0,48","0,26",,,"55,12",,"5,00","0,75","55,12","3.750,00","3.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","126,87","1,13","0,62",,,"128,62",,"5,00","1,74","128,62","8.750,00","7.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","174,00","1,55","0,84",,,"176,39",,"5,00","2,39","176,39","12.000,00","9.600,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","9,83","0,29","0,16",,,"10,28",,"25,00","0,45","10,28","2.250,00","1.800,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","16,38","0,48","0,26",,,"17,13",,"25,00","0,75","17,13","3.750,00","3.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","38,23","1,13","0,62",,,"39,98",,"25,00","1,74","39,98","8.750,00","7.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","52,43","1,55","0,84",,,"54,82",,"25,00","2,39","54,82","12.000,00","9.600,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"4,06","4,49","9,10","0,29","0,16",,,"9,55",,"30,00","0,45","9,55","2.250,00","1.800,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"4,06","4,49","15,17","0,48","0,26",,,"15,92",,"30,00","0,75","15,92","3.750,00","3.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"4,06","4,49","35,41","1,13","0,62",,,"37,15",,"30,00","1,74","37,15","8.750,00","7.000,00",27/07/2020,HIP-FIJA,
SANT2.5-5,"4,06","4,49","48,56","1,55","0,84",,,"50,95",,"30,00","2,39","50,95","12.000,00","9.600,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,56","4,25","32,54","0,44","0,11",,,"33,08",,"5,00","0,55","33,08","2.250,00","1.800,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,56","4,25","54,23","0,73","0,18",,,"55,14",,"5,00","0,91","55,14","3.750,00","3.000,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,51","4,20","126,37","1,71","0,42",,,"128,50",,"5,00","2,13","128,50","8.750,00","7.000,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,51","4,20","173,31","2,34","0,58",,,"176,23",,"5,00","2,92","176,23","12.000,00","9.600,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,94","4,50","9,35","0,44","0,11",,,"9,90",,"25,00","0,55","9,90","2.250,00","1.800,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"3,94","4,50","15,59","0,73","0,18",,,"16,50",,"25,00","0,91","16,50","3.750,00","3.000,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"4,04","4,60","36,75","1,71","0,42",,,"38,88",,"25,00","2,13","38,88","8.750,00","7.000,00",27/07/2020,HIP-FIJA,
SCOTIABANK,"4,04","4,60","50,40","2,34","0,58",,,"53,32",,"25,00","2,92","53,32","12.000,00","9.600,00",27/07/2020,HIP-FIJA,
BCHILE,"3,48","3,90","32,69","0,30","0,16",,,"33,14",,"5,00","0,46","33,14","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BCHILE,"3,48","3,90","54,48","0,50","0,26",,,"55,23",,"5,00","0,76","55,23","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BCHILE,"3,43","3,85","126,96","1,16","0,62",,,"128,73",,"5,00","1,77","128,73","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BCHILE,"3,38","3,81","173,91","1,58","0,84",,,"176,33",,"5,00","2,43","176,33","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BCHILE,"3,79","4,13","9,23","0,30","0,16",,,"9,69",,"25,00","0,46","9,69","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BCHILE,"3,79","4,13","15,38","0,50","0,26",,,"16,14",,"25,00","0,76","16,14","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BCHILE,"3,99","4,32","36,64","1,16","0,62",,,"38,41",,"25,00","1,77","38,41","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BCHILE,"3,99","4,32","50,24","1,58","0,84",,,"52,67",,"25,00","2,43","52,67","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BCI,"3,65","3,98","32,99","0,28","0,13",,,"33,40",,"5,00","0,41","33,40","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BCI,"3,50","3,84","54,78","0,47","0,21",,,"55,46",,"5,00","0,68","55,46","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BCI,"3,29","3,64","127,14","1,09","0,50",,,"128,72",,"5,00","1,59","128,72","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BCI,"3,19","3,54","173,92","1,50","0,68",,,"176,09",,"5,00","2,18","176,09","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BCI,"4,20","4,52","9,72","0,28","0,13",,,"10,13",,"25,00","0,41","10,13","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BCI,"4,10","4,42","16,04","0,47","0,21",,,"16,72",,"25,00","0,68","16,72","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BCI,"3,96","4,29","36,89","1,09","0,50",,,"38,48",,"25,00","1,59","38,48","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BCI,"3,86","4,19","50,07","1,50","0,68",,,"52,25",,"25,00","2,18","52,25","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BICE,"2,30",,"31,85","0,02","0,00",,,"31,88",,"5,00","0,03","31,88","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BICE,"1,85",,"52,48","0,02","0,00",,,"52,51",,"5,00","0,03","52,51","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BICE,"1,70",,"121,98","0,02","0,00",,,"122,01",,"5,00","0,03","122,01","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BICE,"1,60",,"166,86","0,02","0,00",,,"166,89",,"5,00","0,03","166,89","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BICE,"3,20",,"8,75","0,02","0,00",,,"8,77",,"25,00","0,03","8,77","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BICE,"2,75",,"13,88","0,02","0,00",,,"13,90",,"25,00","0,03","13,90","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BICE,"2,60",,"31,84","0,02","0,00",,,"31,87",,"25,00","0,03","31,87","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BICE,"2,50",,"43,19","0,02","0,00",,,"43,21",,"25,00","0,03","43,21","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BICE,"3,30",,"7,90","0,02","0,00",,,"7,93",,"30,00","0,03","7,93","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
BICE,"2,85",,"12,44","0,02","0,00",,,"12,47",,"30,00","0,03","12,47","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
BICE,"2,70",,"28,47","0,02","0,00",,,"28,50",,"30,00","0,03","28,50","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
BICE,"2,60",,"38,54","0,02","0,00",,,"38,57",,"30,00","0,03","38,57","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
ITAU,"3,37","3,92","32,64","0,31","0,12",,,"33,07",,"5,00","0,43","33,07","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
ITAU,"3,37","3,92","54,39","0,52","0,20",,,"55,11",,"5,00","0,72","55,11","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
ITAU,"3,37","3,92","126,92","1,22","0,48",,,"128,62",,"5,00","1,70","128,62","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
ITAU,"3,37","3,92","174,06","1,67","0,65",,,"176,38",,"5,00","2,32","176,38","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
ITAU,"3,79","4,20","9,28","0,31","0,12",,,"9,71",,"25,00","0,43","9,71","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
ITAU,"3,79","4,20","15,47","0,52","0,20",,,"16,19",,"25,00","0,72","16,19","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
ITAU,"3,79","4,20","36,09","1,22","0,48",,,"37,79",,"25,00","1,70","37,79","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
ITAU,"3,79","4,20","49,50","1,67","0,65",,,"51,82",,"25,00","2,32","51,82","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"3,65","4,20","33,31","0,29","0,16",,,"33,76",,"5,00","0,45","33,76","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"3,65","4,20","55,52","0,48","0,26",,,"56,27",,"5,00","0,75","56,27","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"3,65","4,20","129,56","1,13","0,62",,,"131,30",,"5,00","1,74","131,30","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"3,65","4,20","177,68","1,55","0,84",,,"180,07",,"5,00","2,39","180,07","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT 0.8-1.3,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT>5,"2,49","3,05","32,39","0,29","0,16",,,"32,83",,"5,00","0,45","32,83","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT>5,"2,49","3,05","53,98","0,48","0,26",,,"54,72",,"5,00","0,75","54,72","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT>5,"2,49","3,05","125,95","1,13","0,62",,,"127,69",,"5,00","1,74","127,69","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT>5,"2,49","3,05","172,73","1,55","0,84",,,"175,12",,"5,00","2,39","175,12","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT>5,"3,58","4,04","9,54","0,29","0,16",,,"9,99",,"25,00","0,45","9,99","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT>5,"3,58","4,04","15,90","0,48","0,26",,,"16,64",,"25,00","0,75","16,64","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT>5,"3,58","4,04","37,09","1,13","0,62",,,"38,83",,"25,00","1,74","38,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT>5,"3,58","4,04","50,87","1,55","0,84",,,"53,26",,"25,00","2,39","53,26","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"3,65","4,20","33,31","0,29","0,16",,,"33,76",,"5,00","0,45","33,76","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"3,65","4,20","55,52","0,48","0,26",,,"56,27",,"5,00","0,75","56,27","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"3,65","4,20","129,56","1,13","0,62",,,"131,30",,"5,00","1,74","131,30","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"3,65","4,20","177,68","1,55","0,84",,,"180,07",,"5,00","2,39","180,07","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0-0.4,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"3,65","4,20","33,31","0,29","0,16",,,"33,76",,"5,00","0,45","33,76","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"3,65","4,20","55,52","0,48","0,26",,,"56,27",,"5,00","0,75","56,27","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"3,65","4,20","129,56","1,13","0,62",,,"131,30",,"5,00","1,74","131,30","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"3,65","4,20","177,68","1,55","0,84",,,"180,07",,"5,00","2,39","180,07","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0.4-0.55,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"3,65","4,20","33,31","0,29","0,16",,,"33,76",,"5,00","0,45","33,76","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"3,65","4,20","55,52","0,48","0,26",,,"56,27",,"5,00","0,75","56,27","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"3,65","4,20","129,56","1,13","0,62",,,"131,30",,"5,00","1,74","131,30","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"3,65","4,20","177,68","1,55","0,84",,,"180,07",,"5,00","2,39","180,07","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT0.55-0.8,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"3,28","3,84","33,02","0,29","0,16",,,"33,47",,"5,00","0,45","33,47","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"3,28","3,84","55,03","0,48","0,26",,,"55,78",,"5,00","0,75","55,78","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"3,28","3,84","128,40","1,13","0,62",,,"130,14",,"5,00","1,74","130,14","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"3,28","3,84","176,09","1,55","0,84",,,"178,48",,"5,00","2,39","178,48","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT1.3-1.7,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"3,20","3,76","32,95","0,29","0,16",,,"33,40",,"5,00","0,45","33,40","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"3,20","3,76","54,92","0,48","0,26",,,"55,67",,"5,00","0,75","55,67","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"3,20","3,76","128,15","1,13","0,62",,,"129,89",,"5,00","1,74","129,89","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"3,20","3,76","175,75","1,55","0,84",,,"178,14",,"5,00","2,39","178,14","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"4,10","4,54","10,05","0,29","0,16",,,"10,50",,"25,00","0,45","10,50","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"4,10","4,54","16,75","0,48","0,26",,,"17,50",,"25,00","0,75","17,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"4,10","4,54","39,08","1,13","0,62",,,"40,83",,"25,00","1,74","40,83","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT1.7-2.5,"4,10","4,54","53,60","1,55","0,84",,,"55,99",,"25,00","2,39","55,99","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","32,62","0,29","0,16",,,"33,07",,"5,00","0,45","33,07","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","54,37","0,48","0,26",,,"55,12",,"5,00","0,75","55,12","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","126,87","1,13","0,62",,,"128,62",,"5,00","1,74","128,62","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"2,79","3,35","174,00","1,55","0,84",,,"176,39",,"5,00","2,39","176,39","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","9,83","0,29","0,16",,,"10,28",,"25,00","0,45","10,28","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","16,38","0,48","0,26",,,"17,13",,"25,00","0,75","17,13","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","38,23","1,13","0,62",,,"39,98",,"25,00","1,74","39,98","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SANT2.5-5,"3,88","4,33","52,43","1,55","0,84",,,"54,82",,"25,00","2,39","54,82","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,56","4,25","32,54","0,44","0,11",,,"33,09",,"5,00","0,55","33,09","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,56","4,25","54,23","0,73","0,18",,,"55,14",,"5,00","0,91","55,14","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,51","4,20","126,38","1,71","0,42",,,"128,51",,"5,00","2,13","128,51","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,51","4,20","173,32","2,34","0,58",,,"176,24",,"5,00","2,92","176,24","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,94","4,50","9,35","0,44","0,11",,,"9,90",,"25,00","0,55","9,90","2.250,00","1.800,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"3,94","4,50","15,59","0,73","0,18",,,"16,50",,"25,00","0,91","16,50","3.750,00","3.000,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"4,04","4,60","36,75","1,71","0,42",,,"38,88",,"25,00","2,13","38,88","8.750,00","7.000,00",29/07/2020,HIP-FIJA,
SCOTIABANK,"4,04","4,60","50,40","2,34","0,58",,,"53,32",,"25,00","2,92","53,32","12.000,00","9.600,00",29/07/2020,HIP-FIJA,
BCHILE,"3,48","3,90","32,69","0,30","0,16",,,"33,14",,"5,00","0,46","33,14","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCHILE,"3,48","3,90","54,48","0,50","0,26",,,"55,23",,"5,00","0,76","55,23","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,43","3,85","126,96","1,16","0,62",,,"128,73",,"5,00","1,77","128,73","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,38","3,81","173,91","1,58","0,84",,,"176,33",,"5,00","2,43","176,33","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BCHILE,"3,79","4,13","9,23","0,30","0,16",,,"9,69",,"25,00","0,46","9,69","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCHILE,"3,79","4,13","15,38","0,50","0,26",,,"16,14",,"25,00","0,76","16,14","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,99","4,32","36,64","1,16","0,62",,,"38,41",,"25,00","1,77","38,41","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,99","4,32","50,24","1,58","0,84",,,"52,67",,"25,00","2,43","52,67","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BCHILE,"4,02","4,34","8,54","0,30","0,16",,,"8,99",,"30,00","0,46","8,99","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCHILE,"4,02","4,34","14,23","0,50","0,26",,,"14,99",,"30,00","0,76","14,99","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,92","4,24","32,82","1,16","0,62",,,"34,59",,"30,00","1,77","34,59","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCHILE,"3,82","4,15","44,48","1,58","0,84",,,"46,91",,"30,00","2,43","46,91","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BCI,"3,65","3,98","32,99","0,28","0,13",,,"33,40",,"5,00","0,41","33,40","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCI,"3,50","3,84","54,78","0,47","0,21",,,"55,46",,"5,00","0,68","55,46","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCI,"3,29","3,64","127,14","1,09","0,50",,,"128,72",,"5,00","1,59","128,72","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCI,"3,19","3,54","173,92","1,50","0,68",,,"176,09",,"5,00","2,18","176,09","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BCI,"4,20","4,52","9,72","0,28","0,13",,,"10,13",,"25,00","0,41","10,13","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCI,"4,10","4,42","16,04","0,47","0,21",,,"16,72",,"25,00","0,68","16,72","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCI,"3,96","4,29","36,89","1,09","0,50",,,"38,48",,"25,00","1,59","38,48","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCI,"3,86","4,19","50,07","1,50","0,68",,,"52,25",,"25,00","2,18","52,25","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BCI,"4,25","4,55","8,87","0,28","0,13",,,"9,28",,"30,00","0,41","9,28","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BCI,"4,15","4,46","14,61","0,47","0,21",,,"15,29",,"30,00","0,68","15,29","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BCI,"4,03","4,34","33,62","1,09","0,50",,,"35,21",,"30,00","1,59","35,21","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BCI,"3,93","4,25","45,56","1,50","0,68",,,"47,74",,"30,00","2,18","47,74","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BICE,"2,30",,"31,85","0,02","0,00",,,"31,88",,"5,00","0,03","31,88","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BICE,"1,85",,"52,48","0,02","0,00",,,"52,51",,"5,00","0,03","52,51","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BICE,"1,70",,"121,98","0,02","0,00",,,"122,01",,"5,00","0,03","122,01","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BICE,"1,60",,"166,86","0,02","0,00",,,"166,89",,"5,00","0,03","166,89","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BICE,"3,20",,"8,75","0,02","0,00",,,"8,77",,"25,00","0,03","8,77","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BICE,"2,75",,"13,88","0,02","0,00",,,"13,90",,"25,00","0,03","13,90","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BICE,"2,60",,"31,84","0,02","0,00",,,"31,87",,"25,00","0,03","31,87","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BICE,"2,50",,"43,19","0,02","0,00",,,"43,21",,"25,00","0,03","43,21","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
BICE,"3,30",,"7,90","0,02","0,00",,,"7,93",,"30,00","0,03","7,93","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
BICE,"2,85",,"12,44","0,02","0,00",,,"12,47",,"30,00","0,03","12,47","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
BICE,"2,70",,"28,47","0,02","0,00",,,"28,50",,"30,00","0,03","28,50","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
BICE,"2,60",,"38,54","0,02","0,00",,,"38,57",,"30,00","0,03","38,57","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
ITAU,"3,37","3,92","32,64","0,31","0,12",,,"33,07",,"5,00","0,43","33,07","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
ITAU,"3,37","3,92","54,39","0,52","0,20",,,"55,11",,"5,00","0,72","55,11","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,37","3,92","126,92","1,22","0,48",,,"128,62",,"5,00","1,70","128,62","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,37","3,92","174,06","1,67","0,65",,,"176,38",,"5,00","2,32","176,38","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
ITAU,"3,79","4,20","9,28","0,31","0,12",,,"9,71",,"25,00","0,43","9,71","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
ITAU,"3,79","4,20","15,47","0,52","0,20",,,"16,19",,"25,00","0,72","16,19","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,79","4,20","36,09","1,22","0,48",,,"37,79",,"25,00","1,70","37,79","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,79","4,20","49,50","1,67","0,65",,,"51,82",,"25,00","2,32","51,82","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
ITAU,"3,88","4,27","8,45","0,31","0,12",,,"8,88",,"30,00","0,43","8,88","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
ITAU,"3,88","4,27","14,09","0,52","0,20",,,"14,81",,"30,00","0,72","14,81","3.750,00","3.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,88","4,27","32,88","1,22","0,48",,,"34,58",,"30,00","1,70","34,58","8.750,00","7.000,00",3/08/2020,HIP-FIJA,
ITAU,"3,88","4,27","45,09","1,67","0,65",,,"47,41",,"30,00","2,32","47,41","12.000,00","9.600,00",3/08/2020,HIP-FIJA,
SANT 0.8-1.3,"3,65","4,20","33,31","0,29","0,16",,,"33,76",,"5,00","0,45","33,76","2.250,00","1.800,00",3/08/2020,HIP-FIJA,
